id,serp_topic_annotation,doc_id,doc_title,query,qid,judgement,actual_qrel_value,card_type,notes,interface_type,doc_browsing_time,doc_decision_time,doc_mark_item_time,topic_id,user,total_time
5790,420,046777b4-22df-11e2-bdfa-eebc58545bc7,Sandy’s destruction in New York turns life in Lower Manhattan on its head, flood in tunnel,1,0,1,5,,BASE_WAPO,0.0,7.988260984420776,0.0,363,899,7.988260984420776
5789,417,685ecd76-90ce-11e4-a412-4b735edc7175,Hundreds of Syrian migrants reach Italy after crew apparently abandons ship, boats ships ilegally pirate,6,0,1,2,,RAND,0.0,4.984128952026367,0.0,367,892,4.984128952026367
5788,427,cc8b7d07b9fcfd177a75ce1f514487e4,Worker dies after fire in Metro tunnel, transport tunnel explosion,6,1,1,5,"A contractor who was critically injured early Sunday in a Metro tunnel explosion has died.
A Metro spokesman said leaking hydraulic fluid on an underground vehicle apparently was ignited by welding equipment, causing an explosion and fire.
Five key stations — Farragut North, Metro Center, Gallery Place, Judiciary Square and Union Station — were all closed as of 10 p.m",BASE_WAPO,35.11820697784424,6.937499046325684,27.643891096115112,363,898,34.581390142440796
5787,419,61b14f82-1ca7-11e7-855e-4824bbb5d748,Suspected Somali pirates attack ship off Yemen: Authorities, pirates board ship,1,1,1,5,"Somali pirates have again hijacked a vessel on one of the world’s crucial trade routes, authorities said Saturday night, the latest in a string of attacks after several years of silence.

A Somali pirate, Bile Hussein, said he was aware that pirates had boarded a ship near Yemen’s Socotra island despite resistance from the crew.",BASE_WAPO,59.91879892349243,14.89053201675415,44.280765771865845,367,913,59.171297788619995
5786,417,89917702-f3e2-11e3-914c-1fbd0614e2d4,"World Digest: June 14, 2014", boats ships ilegally pirate,6,0,0,2,,RAND,0.0,11.625575065612791,0.0,367,892,11.625575065612791
5785,395,4398c84e-81da-11e6-a52d-9a865a0ed0d4,Virginia man sues Metro over 2015 L’Enfant Plaza smoke disaster, train disaster,4,1,1,5,L’Enfant Plaza smoke incident. At least 80 Metro riders have sued the transit agency in the aftermath of the incident in a tunnel just outside the station at L’Enfant Plaza.,BASE_WAPO,105.96897006034852,33.87729096412659,71.9618239402771,363,909,105.83911490440369
5784,418,56de2d6c6b1ec7832960752d879cd98c,"Remembering Hurricane Isabel, 10 years later (PHOTOS)", hurricane damage,6,1,1,5,"Hurricane Isabel slammed into the Outer Banks of North Carolina as a Category 2 hurricane.  Isabel produced extensive damage across eastern North Carolina.  The loss was in excess of $450 million.

The damage was heaviest along the coastline where the storm surge and strong winds damaged thousands of houses. During the storm, Hatteras Island in North Carolina was breached, creating an inlet that was later named, Isabel Inlet.  During the storm, over 700,000 residents lost power in North Carolina.

The tree damage and tree loss in eastern North Carolina was staggering.  In some areas near the Albemarle Sound, it appeared that one out of every two or three trees was blown down by the storm.",BASE_WAPO,26.74213194847107,23.69989800453186,2.5746419429779053,408,914,26.274539947509766
5783,412,4a3254de-2c4e-11e3-97a3-ff2758228523,Death toll in migrant boat shipwreck rises to 114, boats ships ilegally pirate,6,1,1,5,"1. A ship carrying African migrants to Europe caught fire and capsized Thursday off the southern Italian island of Lampedusa, killing at least 114 people as hundreds were dumped into the sea, officials said. More than 150 people were rescued, but about the same number were unaccounted for.

It was one of the deadliest recent accidents in the perilous Mediterranean Sea crossing that thousands of African migrants make every year, seeking a new life in the European Union. Smugglers charge thousands of dollars a head to slip people into Europe aboard overcrowded, barely seaworthy fishing boats, providing no life vests or other safety features.

2. The 66-foot boat was thought to be carrying 450 to 500 people, according to the International Organization for Migration. The boat left from Tripoli with migrants from Eritrea, Ghana and Somalia, Italian coast guard spokesman Marco Di Milla said.",BASE_WAPO,64.90399408340454,6.593213081359863,57.69124507904053,367,897,64.28445816040039
5782,426,e94573bf7f6608366c0dea8debfdd5cd,Metro Yellow Line trains resume normal service after water gushes onto tracks in tunnel (video), flood in tunnel,1,0,1,5,,BASE_WAPO,0.0,13.984378099441528,0.0,363,885,13.984378099441528
5781,403,d180a0fe-5aa1-11e3-bf7e-f567ee61ae21,"Train derailment in New York City leaves four dead, dozens injured; NTSB investigating", train disaster,4,1,0,6,"At least 63 people were injured, 11 of them listed in a critical condition. The crase thought to be the deadliest train wreck in New York City since 1991.",RAND,72.18266487121582,2.5963239669799805,69.32029819488525,363,917,71.91662216186523
5780,427,6f5e5f90-e80c-11e2-a301-ea5a8116d211,Quebec disaster highlights the danger in moving crude oil by rail, transport tunnel explosion,6,0,0,5,,BASE_WAPO,0.0,37.58506488800049,0.0,363,898,37.58506488800049
5779,412,287c2ddc-01bc-11e2-9367-4e1bafb958db,"The pirate negotiator: Aboard hijacked tanker, this Somali called the shots", pirates,2,0,1,5,,BASE_WAPO,0.0,17.043601036071777,0.0,367,897,17.043601036071777
5778,405,ead38832-f2d8-11e1-adc6-87dfa8eff430,GOP platform seeks privatization of airport security, airport security mesasures,6,1,0,6,"The platform says Transportation Security Administration “procedures — and much of its personnel — need to be changed. It is now a massive bureaucracy of 65,000 employees who seem to be accountable to no one for the way they treat travelers. We call for the private sector to take over airport screening wherever feasible and look toward the development of security systems that can replace the personal violation of frisking.”
Orlando Sanford International Airport, which is not to be confused with the larger Orlando International Airport, recently gained TSA approval to privatize its workforce.",RAND,106.1622989177704,17.550655126571655,88.07124209403992,341,918,105.62189722061157
5777,415,296d1e3d2e801d42cfbf2be38fb754f0,Everyone thought the Somali pirate threat had ended. Then a tanker was attacked., piracy ship boarded,5,1,1,5,"Then, on Monday evening, a tanker called the Aris 13, carrying fuel from Djibouti to the Somali capital of Mogadishu, sent out a distress signal. It was being taken over by armed men. For the first time since 2012, a commercial ship had been attacked by Somali pirates.

Now, experts and officials are trying to figure out what the newest abduction says about efforts to secure one of the world's most dangerous maritime routes. So far, one thing appears clear: Both Western naval fleets and commercial shipping companies underestimated the threat still posed by Somali pirates.

The Aris 13 drifted toward the Somali coast near the far eastern tip of Africa, possibly in an attempt to save time, according to John Steed, an expert in maritime crime at Oceans Beyond Piracy, a nonprofit group based in Colorado. That decision put the crew in great danger.

Making it even more vulnerable, the Aris 13 had no armed guards, and there was no barrier blocking would-be assailants. As the risks facing ships appeared to decline in recent years, many vessels appeared to loosen their security plans.",BASE_WAPO,20.456368923187256,15.314512014389038,4.722593069076538,367,890,20.037105083465576
5776,417,dd0b16834d425114df5bb04583b19b58,Somali pirates just hijacked a commercial ship for the first time in five years, somali pirates,4,1,1,3,"Somali officials acknowledged that the Aris 13, an oil tanker, had been escorted to the Somali coast by at least eight and perhaps as many as dozens of armed men in two small skiffs. The E.U. naval force identified the ship as flying the flag of Comoros, a small island nation near Madagascar. Sri Lanka's foreign ministry confirmed that eight of its nationals were on board as crew. The E.U. naval force said pirates were asking for a ransom but the amount was not disclosed. The ship was on its way south to Mogadishu, Somalia's capital.",RAND,17.23357892036438,10.452388048171995,6.568022966384888,367,892,17.020411014556885
5775,418,3f7108ac-3373-11e3-9c68-1cf643210300,"Wind, rain pound India as huge cyclone hits", hurricane damage,6,0,1,5,,BASE_WAPO,0.0,19.72260284423828,0.0,408,914,19.72260284423828
5774,396,041a4b4747d72d99610b86a2f3809981,Tropical Storm Koppu could bring disastrous rain to Philippines as Category 4, deadly storm,5,0,0,5,,BASE_WAPO,0.0,47.09866213798523,0.0,408,910,47.09866213798523
5773,419,227b335f09ed49b56d6f63ffb572f521,Capt. Richard Phillips to Obama: Do more to stop pirates, pirates board ship,1,1,1,5,"President Obama had been in office less than a year when Navy SEAL snipers opened fire on a small lifeboat in the Gulf of Aden, killing three armed Somali pirates and freeing an American mariner, Richard Phillips. ",BASE_WAPO,48.0909149646759,20.40943694114685,27.42652678489685,367,913,47.8359637260437
5772,417,3214e126-4741-11e1-9972-c5f62b5ac9ca,Navy SEALs rescue kidnapped aid workers Jessica Buchanan and Poul Hagen Thisted in Somalia, somali pirates,4,0,0,6,,RAND,0.0,29.467600107192997,0.0,367,892,29.467600107192997
5771,386,5e4f6968-2788-11e3-9372-92606241ae9c,U.S. Greenpeace captain is jailed in Russia, pirates board ship,1,1,0,5,"Our ship was seized in international waters, and that was a mistake,” Daniel Simons, a Greenpeace lawyer, said Friday, addressing a Moscow news conference via Skype from Murmansk.

The only legal grounds for seizing a ship in those waters, Simons said, are illegal fishing, illegal broadcasting, causing serious pollution or piracy. The Arctic Sunrise was guilty of none of those crimes, he said, and piracy requires two ships",BASE_WAPO,62.83636808395386,19.441399097442627,43.11840796470642,367,900,62.55980706214905
5770,411,70a6913e-1957-11e3-8685-5021e0c41964,TSA taking some of the hassle out of airport security lines, airports use security measures luggage,3,0,1,2,,RAND,0.0,8.882466077804565,0.0,341,912,8.882466077804565
5769,394,5a1aa910-68f6-11e4-a31c-77759fc1eacc,Airport help for recent vets almost triples, airport screening,4,0,1,3,,RAND,0.0,136.34510803222656,0.0,341,908,136.34510803222656
5768,426,e20b1c60-8dc3-11e3-98ab-fe5228217bd1,"Meet Lady Bird, a massive machine digging out a solution to D.C. wastewater woes", flood in tunnel,1,0,0,5,,BASE_WAPO,0.0,4.718255043029785,0.0,363,885,4.718255043029785
5767,382,197a8868-c969-11e2-8da7-d274bc611a47,Somali pirates will face death penalty in federal trial in Virginia, somali pirates,4,0,1,5,,BASE_WAPO,0.0,49.49799799919128,0.0,367,896,49.49799799919128
5766,415,1e03fecf4d33b7896203298ab3858156,Piracy is on the rise in the world’s most crucial shipping lane, piracy ship boarded,5,1,1,5,"Last week, the Sunrise 689, a Vietnamese oil tanker, disappeared off the radar. This Thursday, it motored toward the Vietnamese coast under protection of a naval vessel. Pirates of unknown nationality had seized the ship Oct. 2 and kept its crew hostage while they siphoned a third of its cargo: some 2,000 metric tons of oil. ""They put knives on our throats and threatened to kill us if we resist,"" the ship's deputy captain told the Associated Press by cellphone. One crew member broke his leg after trying to flee the pirates, reported the AP.

Luckily, there were no fatalities. The pirates jumped ship with their stolen booty and the tanker had to enlist the help of a passing fishing vessel to figure out its location and call for help.

The incident marked the latest pirate attack near the Malacca Strait, a body of water that links the Indian Ocean and the South China Sea, making it perhaps the world's most vital conduit for global shipping. It carries some 40 percent of world trade through its waters every year. The lands flanking these waters have been contested by local kingdoms and sultanates, Arabs, Chinese, and the forces of European colonial powers. Singapore, one of the world's most important ports, emerged in the 19th century as a pivotal entrepot straddling this passage. It was also, in its early days, a haven for pirates.",BASE_WAPO,30.91533088684082,26.64968991279602,4.120283842086792,367,890,30.769973754882812
5765,418,4cab988c-79d2-11e5-a958-d889faf561dc,Hurricane Patricia weakens after slamming into Mexico’s coast, hurricane damage,6,0,0,5,,BASE_WAPO,0.0,31.67807698249817,0.0,408,914,31.67807698249817
5764,413,28fe35ca-48a1-11e3-b6f8-3782ff6cb769,Typhoon Haiyan makes landfall in Philippines, typhoon property damage,3,1,1,6,"One of the most powerful typhoons ever to make landfall crashed into the central Philippines on Friday, causing widespread damage and some loss of life, but the colossal storm’s speed may have spared the island nation an even worse fate.",RAND,12.453303098678589,8.168632984161377,4.091786861419678,408,893,12.260419845581055
5763,386,ae072516-3a15-11e1-9d6b-29434ee99d6a,"The U.S. and Iran, friends indeed", pirates board ship,1,0,1,5,,BASE_WAPO,0.0,6.591356992721558,0.0,367,900,6.591356992721558
5762,420,88ae94a8-2c61-11e3-8ade-a1f23cda135e,"One dead, two injured in Metro tunnel explosion", transport tunnel explosion,6,1,1,5,"'An accident triggered by a fire and explosion in a subway tunnel along Metro’s busy Red Line near Union Station killed one man and seriously injured two transit agency workers'- name and location of tunnel, cause of disaster",BASE_WAPO,43.13545799255371,12.37451195716858,30.483638048172,363,899,42.85815000534058
5761,419,1e03fecf4d33b7896203298ab3858156,Piracy is on the rise in the world’s most crucial shipping lane, pirates board ship,1,1,1,5,"Last week, the Sunrise 689, a Vietnamese oil tanker, disappeared off the radar. This Thursday, it motored toward the Vietnamese coast under protection of a naval vessel. Pirates of unknown nationality had seized the ship Oct. 2 and kept its crew hostage while they siphoned a third of its cargo: some 2,000 metric tons of oil. ""They put knives on our throats and threatened to kill us if we resist,"" the ship's deputy captain told the Associated Press by cellphone. One crew member broke his leg after trying to flee the pirates, reported the AP.

Luckily, there were no fatalities. The pirates jumped ship with their stolen booty and the tanker had to enlist the help of a passing fishing vessel to figure out its location and call for help.

",BASE_WAPO,24.88784384727478,18.500952005386356,5.952023029327393,367,913,24.45297503471375
5760,411,d88cbcdeaf523c789744a977d9973a56,Istanbul terror attack again raises question of where airport screening should start, airports use security measures luggage,3,1,1,5,"Tuesday’s terrorist attack on Ataturk International Airport in Istanbul has again has renewed the debate among security experts about whether the United States should widen the security perimeter beyond the airport terminal. Some have suggested that the Transportation Security Administration  should explore ways to screen passengers and luggage offsite, perhaps in satellite parking lots or access roads, as it’s done in Israel and some conflict zones, or at least at the entrance to the terminal.",RAND,38.2360680103302,23.78237986564636,14.103299856185911,341,912,37.88567972183227
5759,405,0814a51a-6260-11e7-84a1-a26b75ad39fe,End in sight for electronics ban on Middle Eastern and African airlines bound for the States, airport security mesasures,6,1,1,3,"Department of Homeland Security lifted its electronics ban on Saudi Arabian carrier Saudia and King Abdulaziz International Airport in Jiddah. Later this week, the agency expects to add King Khalid International Airport in Riyadh 
The agency has now lifted the ban, which required passengers to check any gadgets larger than a mobile phone as a safety precaution, on nine of the 10 Middle Eastern and African airports affected.
To prevent any slippage in vigilance, Farbstein said, TSA inspectors will “observe compliance at the location.”",RAND,50.242250204086304,4.718394994735718,44.970513105392456,341,918,49.688908100128174
5758,403,a435f21ab36d7b6bc8edcdc27ad2e17f,"In legal action, Metro blames D.C. Fire for L’Enfant Plaza smoke casualties", train disaster,4,1,1,2,"Nearly two years after the deadly smoke disaster at L'Enfant Plaza, Metro is taking legal action again the D.C. Fire and Emergency Medical Services Dept.",RAND,57.88859796524048,3.5234920978546143,54.123915910720825,363,917,57.64740800857544
5757,425,9ddf0542-b279-11e5-a76a-0b5145e8679a,Major post-flood recovery begins in Midwest, flood in tunnel,1,0,0,5,,BASE_WAPO,0.0,16.845114946365356,0.0,363,916,16.845114946365356
5756,415,6a7a71dd5bf5af8bd7bf1d4c1c87c22f,Why Nigeria’s election year may see a spike in pirate attacks, piracy ship boarded,5,1,0,5,"What happens in Nigeria, Africa’s most populous country, can have an enormous regional impact. Many experts believe that Nigerian piracy is unique for several reasons. It accounts for 71 percent of all incidents in West Africa, according to Risk Intelligence, and the methods used by Nigerian pirates are highly profitable. ""Pirates that succeed to hijack a product tanker and transfer the cargo into another tanker may earn up to $6 [million] to $8 million in an operation that takes maybe six to seven days,"" Hansen said. Lengthy ransom negotiations are less common among Nigerian pirates.",BASE_WAPO,46.055213928222656,41.83202290534973,3.856506109237671,367,890,45.6885290145874
5755,413,c7ed38205e27bc9e8de9e9b63e3c8a1b,Typhoon Hagupit inundates Philippines with third day of flooding rain, typhoon property damage,3,1,1,6,"Typhoon Hagupit made a painfully slow landfall in the Philippines on Saturday, lashing the island of Samar with 125 mph winds and unloading at least 16 inches of rain over coastal areas. ",RAND,15.951106071472168,11.935662031173706,3.179996967315674,408,893,15.11565899848938
5754,410,c8436c519ad86188bd4ed2b4f267c084,"Piracy back on the rise off Somalia, U.S. military says", pirates board ship,1,1,1,5,"1. piracy is on the rise again off the coast of Somalia.
2. He said the ships the pirates were targeting have been small in size and carried goods such as food and oil.
3.An Indian ship was hijacked by pirates this month, just weeks after an oil tanker was seized in nearby waters.
",BASE_WAPO,100.62277603149414,34.43637204170227,63.72784686088562,367,921,98.16421890258789
5753,393,61b14f82-1ca7-11e7-855e-4824bbb5d748,Suspected Somali pirates attack ship off Yemen: Authorities, piracy ship boarded,5,0,1,5,,BASE_WAPO,0.0,127.41813802719116,0.0,367,907,127.41813802719116
5752,386,d0e17fe80a982e33c987d45276d1e73f,Eerie photos and video of El Faro cargo ship that sank Oct. 1, pirates board ship,1,0,0,5,,BASE_WAPO,0.0,29.394334077835083,0.0,367,900,29.394334077835083
5751,412,dd0b16834d425114df5bb04583b19b58,Somali pirates just hijacked a commercial ship for the first time in five years, pirates,2,1,1,5,"1.  Somali officials acknowledged that the Aris 13, an oil tanker, had been escorted to the Somali coast by at least eight and perhaps as many as dozens of armed men in two small skiffs. The E.U. naval force identified the ship as flying the flag of Comoros, a small island nation near Madagascar. Sri Lanka's foreign ministry confirmed that eight of its nationals were on board as crew. The E.U. naval force said pirates were asking for a ransom but the amount was not disclosed. The ship was on its way south to Mogadishu, Somalia's capital.

2. The U.S. Navy's 5th Fleet oversees anti-piracy efforts along Somalia's coast. Concerns about piracy's reemergence in the region have been growing in concurrence with greater exploitation of Somalia's waters by foreigners engaged in illegal fishing. Deprived of a livelihood, some Somali fishermen have turned back to hijacking to get by.

3. ",BASE_WAPO,70.95549607276917,5.219738006591797,65.13897705078125,367,897,70.35871505737305
5750,417,ca8a3ceb31db2843abc4956f309074a7,New book on piracy prosecution and punishment, somali pirates,4,0,0,3,,RAND,0.0,4.1479198932647705,0.0,367,892,4.1479198932647705
5749,420,b55c85d8-1074-11e6-81b4-581a5c4c42df,"In aftermath of derailment, D.C. officials turn focus to CSX and its cargo", transport tunnel explosion,6,0,0,5,,BASE_WAPO,0.0,24.42225694656372,0.0,363,899,24.42225694656372
5748,411,bdcba833e9e34fae77b3b123fb554b7c,"Odd, yet true, stories on how fliers ‘forgot’ their guns in their carry-ons", airports use security measures luggage,3,0,0,2,,RAND,0.0,27.798012018203732,0.0,341,912,27.798012018203732
5747,382,af68f09c-52d7-11e3-9e2c-e1d01116fd98,No title was available, somali pirates,4,0,0,5,,BASE_WAPO,0.0,12.279263019561768,0.0,367,896,12.279263019561768
5746,403,f79ca092-7f45-11e5-b575-d8dcfedb4ea1,Can Neal Cohen fix what ails Metro?, train disaster,4,0,0,3,,RAND,0.0,29.057596921920776,0.0,363,917,29.057596921920776
5745,413,007cf8e2f0867bf2db10a49162386e83,Deadly Tropical Cyclone Hudhud lashes India with winds over 100 mph, typhoon property damage,3,1,1,3,"Tropical Cyclone Hudhud came ashore in India near the city of Visakhapatnam on Sunday with wind speeds over 100 mph and torrential rain, killing at least eight people in the states of Andhra Predesh and Orissa.",RAND,12.916520833969116,9.39360499382019,3.3674509525299072,408,893,12.761055946350098
5744,425,6d0a09dc-9611-11e5-b5e4-279b4501e8a6,"Rising sea levels pose long-term threat to Fort McHenry, report says", flood in tunnel,1,0,0,5,,BASE_WAPO,0.0,8.960010051727295,0.0,363,916,8.960010051727295
5743,419,63460f31b2736cba203148c628d4400c,Why holding the piracy statute’s life sentence unconstitutional was a mistake, pirates board ship,1,1,0,5,"ongress has prescribed a mandatory life sentence or worse for piracy since 1790. At first the penalty was a mandatory minimum of death: in the late 1800s Congress set it to life at hard labor, and then in 1909 to life. Last week, a U.S. District Court judge found it unconstitutional as applied to some Somali pirates, in United States v. Said. As I mentioned earlier, I think the result is wrong, and will outline some problems with the opinion, in no particular order.

Judge Jackson thinks that under the Eighth Amendment, a mandatory life sentence is “grossly disproportionate” as applied to the current defendants, because while they did attack a U.S. Navy destroyer (in the mistaken belief it was a merchant ship) with rifles and RPGs, they were wildly unsuccessful, and did not manage to hurt anyone. Judge Jackson argues that attempts are typically treated differently from completed offenses in federal law. But in all the examples he sites, the statutes defining the primary conduct explicitly treat attempt as a lesser offense. The federal piracy statute, however, incorporates by reference the international law definition of piracy, which folds attempts into completed offenses.",BASE_WAPO,26.898671865463257,22.920438051223755,3.711588144302368,367,913,26.632026195526123
5742,418,007cf8e2f0867bf2db10a49162386e83,Deadly Tropical Cyclone Hudhud lashes India with winds over 100 mph, deadly storm,5,1,1,5,"Tropical Cyclone Hudhud came ashore in India near the city of Visakhapatnam on Sunday with wind speeds over 100 mph and torrential rain, killing at least eight people in the states of Andhra Predesh and Orissa.",BASE_WAPO,30.56457114219665,27.90438389778137,2.438209056854248,408,914,30.342592954635617
5741,405,03fe3f6e-0d58-11e4-b8e5-d0de80767fc2,Insurgents attack Kabul airport, airport security mesasures,6,1,0,3,"Afghan insurgents staged a pre-dawn attack on Kabul International Airport on Thursday, firing rocket-propelled grenades from a nearby building and engaging in a gun battle with security forces
An airport official told the Reuters news agency that all flights had been diverted to other cities while security forces fought off the insurgents. 
",RAND,73.1601939201355,45.3739230632782,27.59849977493286,341,918,72.97242283821106
5740,413,c24960e2-3294-11e3-9c68-1cf643210300,Cyclone Phailin forces tens of thousands to flee northeast India, typhoon property damage,3,0,0,2,,RAND,0.0,12.783454179763794,0.0,408,893,12.783454179763794
5739,382,5770e020-be7a-11e3-bcec-b71ee10e9bc3,Death penalty murder case against former Marine goes to jury, somali pirates,4,0,1,5,,BASE_WAPO,0.0,15.205753087997437,0.0,367,896,15.205753087997437
5738,417,057faa18-a526-11e1-853a-2d746a04dab9,No title was available, somali pirates,4,1,1,2,"In the other case, prosecutors convicted five Somali men who attacked the USS Nicholas. It was the first piracy conviction in a U.S. courtroom since 1819.

The Nicholas, which was part of the flotilla, was mistaken for a merchant ship because the Navy used a lighting array to disguise the 453-foot warship and attract pirates. Three pirates in a skiff fired rocket-propelled grenades and raked the ship with AK-47 fire in the Indian Ocean north of the Seychelles Islands. No sailors were injured in the attack.",RAND,30.853783130645752,8.830169200897217,21.615772008895878,367,892,30.445941209793094
5737,425,601a14d2-206c-11e3-b7d1-7153ad47b549,D.C. news in brief, flood in tunnel,1,0,0,5,,BASE_WAPO,0.0,23.37360715866089,0.0,363,916,23.37360715866089
5736,409,7e0596fc-0a07-11e5-95fd-d580f1c5d44e,"Why the TSA catches your water bottle, but guns and bombs get through", airport security procedures,5,0,1,5,,RAND,0.0,14.634320974349976,0.0,341,920,14.634320974349976
5735,412,61b14f82-1ca7-11e7-855e-4824bbb5d748,Suspected Somali pirates attack ship off Yemen: Authorities, pirates,2,0,1,5,,BASE_WAPO,0.0,14.160346031188965,0.0,367,897,14.160346031188965
5734,411,ed408c80-1d3c-11e2-b647-bb1668e64058,Experts warn about security flaws in airline boarding passes, airport security mesasures,6,0,1,3,,RAND,0.0,10.409848928451538,0.0,341,912,10.409848928451538
5733,371,72db73e4-7d8c-11e4-9a27-6fdbc612bff8,Typhoon Hagupit slams into Philippines region devastated by storm Haiyan in 2013, typhoon property damage,3,0,1,5,,BASE_WAPO,0.0,14.562823057174684,0.0,408,885,14.562823057174684
5732,410,719c8ac740c1641eb7b87b9c89ee908f,Pirates get booty in European Court of Human Rights, pirates board ship,1,1,1,5,The pirates had held French citizens hostage after seizing a French-flagged cruise ship and a French yacht in 2008.,BASE_WAPO,32.03908014297485,25.760040998458862,5.67617392539978,367,921,31.436214923858643
5731,383,ddab14bc-add6-11e3-9627-c65021d6d572,U.S. Navy SEALs take over oil tanker for return to Libya, piracy ship boarded,5,1,1,5,"In an operation approved by President Obama, the SEALs commandeered the commercial tanker Morning Glory shortly after 10 p.m. Eastern time and were en route overnight to a Libyan port, Rear Adm. John Kirby, a Pentagon spokesman, said in a statement. No one was hurt during the operation, he said.
“We don’t want to live in a world where armed individuals or groups are able to seize vessels, threaten people’s lives and sell stolen cargo for their own financial gain,” the statement said. “This was a stateless vessel on the high seas that was not flying under a flag recognized by any nation.”",BASE_WAPO,71.48761105537415,32.013025999069214,39.27011489868164,367,898,71.28314089775085
5730,418,4a4957dcd5d241c7617389718322871d,Atlantic hurricane season begins Sunday: Will record streak without major hurricane landfall end?, deadly storm,5,0,0,5,,BASE_WAPO,0.0,13.82378387451172,0.0,408,914,13.82378387451172
5729,419,30603efe-34e6-11e3-80c6-7e6dd8d22d8f,Charles Lane: ‘Captain Phillips’ and lessons for food aid, pirates board ship,1,1,1,5,"So it was that when pirates seized the 500-foot Maersk Alabama in April 2009, the ship — flying the Stars and Stripes, with Capt. Richard Phillips in charge of an American crew — was carrying, according to a spokesman, 8,000 metric tons of American-made vegetable oil, bulgur wheat, corn soya blend and dehydrated vegetables to the United Nations’ World Food Programme in Mombasa, Kenya.",BASE_WAPO,51.58179998397827,47.501489877700806,3.8316569328308105,367,913,51.333146810531616
5728,413,942bd3c2f8d561f7b0d26f1d6a06daa8,"Hurricane Sandy: Obama hits N.J. with Gov. Christie, Romney hits trail [AM Briefing]", hurricane damage,6,0,0,3,,RAND,0.0,9.444785118103027,0.0,408,893,9.444785118103027
5727,411,1d646e0c-efca-11e3-bf76-447a5df6411f,Karachi airport attack shows growing threat posed by Pakistani Taliban, airport security mesasures,6,0,0,3,,RAND,0.0,13.26091694831848,0.0,341,912,13.26091694831848
5726,382,057faa18-a526-11e1-853a-2d746a04dab9,No title was available, somali pirates,4,1,1,5,"The Nicholas, which was part of the flotilla, was mistaken for a merchant ship because the Navy used a lighting array to disguise the 453-foot warship and attract pirates. Three pirates in a skiff fired rocket-propelled grenades and raked the ship with AK-47 fire in the Indian Ocean north of the Seychelles Islands. No sailors were injured in the attack.

",BASE_WAPO,39.13739609718323,17.735226154327393,21.251556873321533,367,896,38.986783027648926
5725,417,287c2ddc-01bc-11e2-9367-4e1bafb958db,"The pirate negotiator: Aboard hijacked tanker, this Somali called the shots", somali pirates,4,1,1,5,"It had been more than a year since Mahedo Makane turned his tanker away from the Somali coast and headed out to sea and freedom. But when he took the witness stand in a federal courtroom in Norfolk earlier this year, the ordeal he and his crew had endured was vivid in the captain’s mind: Makane described how his ship had been hijacked on a muggy May afternoon in 2010 and how the mariners suffered through 10 months of stifling confinement, death threats and torture.
The hijacking of the Marida Marguerite began May 8, 2010, in the Gulf of Aden, as the 30,000-ton red-and-white-painted tanker carrying castor oil and a gasoline additive traversed “pirate alley” — an area of water between Somalia and Yemen known for its high number of hijackings — on its way from India to Rotterdam.",RAND,43.08206415176392,23.23065185546875,19.67503809928894,367,892,42.90568995475769
5724,371,30fb51f2-4aec-11e3-ac54-aa84301ced81,"Evacuees in shelters were not safe as Haiyan ravaged Tacloban, the Philippines", typhoon property damage,3,0,1,5,,BASE_WAPO,0.0,48.24747085571289,0.0,408,885,48.24747085571289
5723,396,3f7108ac-3373-11e3-9c68-1cf643210300,"Wind, rain pound India as huge cyclone hits", hurricane damage,6,0,1,5,,BASE_WAPO,0.0,21.46720004081726,0.0,408,910,21.46720004081726
5722,394,2d9b229fe989269025a3a4b70f476d7c,TSA screening begins long before you arrive at the airport, airport screening,4,0,1,3,,RAND,0.0,54.03746795654297,0.0,341,908,54.03746795654297
5721,411,d4efd080-0dcb-11e7-9d5a-a83e627dc120,Britain and U.S. ban most electronic devices in cabins on flights from several Muslim-majority countries, airport security mesasures,6,0,1,3,,RAND,0.0,15.422781944274902,0.0,341,912,15.422781944274902
5720,420,253c7a6e-0a2d-11e6-a6b6-2e6de3695b0e,Federal officials investigating Saturday’s Metro track fire, transport tunnel explosion,6,1,1,5,"The Federal Transit Administration is investigating a track fire that sent smoke pouring into a 'Metro tunnel Saturday, leading to chaos on a Red Line train that had to be evacuated and disrupting service for several hours.' - name of train line, disaster caused by fire",BASE_WAPO,60.34273600578308,10.225703954696655,49.933911085128784,363,899,60.15961503982544
5719,415,ad015c14-fbba-11e2-a369-d1954abcb7e3,Life sentences recommended for Somali pirates, somali pirates,4,1,1,5,"A jury on Friday recommended that three Somali pirates receive life sentences for their roles in the fatal shootings of four Americans on a yacht off the coast of Africa, rejecting the government’s attempt to secure the death penalty.

Scott and Jean Adam of Marina del Rey, Calif., and their friends Bob Riggle and Phyllis Macay of Seattle were killed in February 2011 after a tense standoff between the pirates, who had hijacked the yacht, and U.S military and law enforcement personnel.",BASE_WAPO,56.21266984939575,35.101094007492065,20.966386795043945,367,890,56.06748080253601
