id,serp_topic_annotation,doc_id,query,qid,rank,original_rank,click,time_spent,judgement,actual_qrel_value,card_type,interface_type,topic_id,user,ndcg_10,cards_shown
25614,475,bf9080c48533737fc88b0fa621ca903d, tropical storm hit,2,3,38,1,2.056,0,0,6,BASE_GOOGLE,408,936,0.5541431912151693,6
25613,475,0dfd9ac9940525e64dcc985d945b4385, tropical storm hit,2,2,13,1,3.337,0,1,6,BASE_GOOGLE,408,936,0.5541431912151693,6
25612,475,0704ae93a8dc2864110666c67b4d8eeb, tropical storm hit,2,1,34,0,1.433,0,0,6,BASE_GOOGLE,408,936,0.5541431912151693,6
25611,463,ca1630d4031c24604ef5ada04489929b, airport security mesasures,6,12,26,0,2.264,0,0,2,BASE_TIS,341,947,0.4923908681256006,2
25610,463,e83f96f14c9fc2ca09c64a65a9c8cd1b, airport security mesasures,6,11,44,1,9.072,0,0,2,BASE_TIS,341,947,0.4923908681256006,2
25609,451,f72255d6-eba4-11e1-a80b-9f898562d010, transport tunnel explosion,6,5,40,0,0.0,0,0,6,BASE_GOOGLE,363,935,0.7752387091786713,6
25608,451,66a550f0148941b3fcae9afa640d15a2, transport tunnel explosion,6,4,25,0,0.0,0,0,6,BASE_GOOGLE,363,935,0.7752387091786713,6
25607,451,ab9f9174-0184-11e6-9d36-33d198ea26c5, transport tunnel explosion,6,3,37,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.7752387091786713,6
25606,451,cc8b7d07b9fcfd177a75ce1f514487e4, transport tunnel explosion,6,2,1,1,1.241,0,1,6,BASE_GOOGLE,363,935,0.7752387091786713,6
25605,451,84b7d0bedf9b32e6107f81ea7b19f203, transport tunnel explosion,6,1,16,0,0.0,0,0,6,BASE_GOOGLE,363,935,0.7752387091786713,6
25604,474,d9fdf6c4-9b1d-11e4-96cc-e858eba91ced, train tunnel flood,3,4,20,3,3.705,0,1,2,BASE_TIS,363,939,0.4646665026330443,2
25603,474,b4a6ba6be28c9f69c2fd61f81c9578c3, train tunnel flood,3,3,32,0,0.181,0,1,2,BASE_TIS,363,939,0.4646665026330443,2
25602,473,ead38832-f2d8-11e1-adc6-87dfa8eff430, airport security mesasures,6,12,35,0,0.0,0,0,3,BASE,341,946,0.4923908681256006,12
25601,473,1d646e0c-efca-11e3-bf76-447a5df6411f, airport security mesasures,6,11,41,0,0.0,0,0,3,BASE,341,946,0.4923908681256006,12
25600,473,2a15d291261ae0673ef92e9c4a4c0298, airport security mesasures,6,10,4,0,0.0,0,1,3,BASE,341,946,0.4923908681256006,12
25599,473,b42df0e2a1e1759b538f3e3a8b5819c5, airport security mesasures,6,9,16,0,0.0,0,0,3,BASE,341,946,0.4923908681256006,12
25598,473,482ed90c-46dd-11e2-8061-253bccfc7532, airport security mesasures,6,8,6,0,0.0,0,0,3,BASE,341,946,0.4923908681256006,12
25597,473,ed60fe5366481fdf69bef10b71c2ba09, airport security mesasures,6,7,24,0,0.0,0,0,3,BASE,341,946,0.4923908681256006,12
25596,473,f73cad84-e76c-11e4-9a6a-c1ab95a0600b, airport security mesasures,6,6,3,1,1.442,0,1,3,BASE,341,946,0.4923908681256006,12
25595,473,e83f96f14c9fc2ca09c64a65a9c8cd1b, airport security mesasures,6,5,44,3,2.311,0,0,3,BASE,341,946,0.4923908681256006,12
25594,473,ca1630d4031c24604ef5ada04489929b, airport security mesasures,6,4,26,0,0.238,0,0,3,BASE,341,946,0.4923908681256006,12
25593,473,c73fa254-72ca-11e1-ab86-1f92b6642693, airport security mesasures,6,3,14,1,0.569,0,1,3,BASE,341,946,0.4923908681256006,12
25592,473,91e5b42b9e7d5f3cc78d3cff439ff877, airport security mesasures,6,2,39,0,0.0,0,0,3,BASE,341,946,0.4923908681256006,12
25591,473,570ede22-0eb3-11e5-adec-e82f8395c032, airport security mesasures,6,1,12,0,0.0,0,1,3,BASE,341,946,0.4923908681256006,12
25590,461,ead38832-f2d8-11e1-adc6-87dfa8eff430, airport security procedures,5,6,4,1,0.91,0,0,2,BASE_TIS,341,945,0.4382999807415574,2
25589,461,d1067567229717c746e7fee8597011a8, airport security procedures,5,5,10,1,1.652,0,1,2,BASE_TIS,341,945,0.4382999807415574,2
25588,449,e4f3fc12-b72c-11e2-b94c-b684dda07add, carry on luggage airport,2,12,39,1,1.938,0,0,2,BASE_TIS,341,933,0.3911296106359335,2
25587,449,4be010428ba9bb4b23b7244bfc4192b8, carry on luggage airport,2,11,7,1,3.44,0,1,2,BASE_TIS,341,933,0.3911296106359335,2
25586,453,3a91f86fd937bc7a29320f64d6c11e15, pirates board ship,1,36,39,3,5.377000000000001,0,0,3,BASE,367,937,0.5040935371655748,12
25585,453,7181fd86-9996-11e3-b931-0204122c514b, pirates board ship,1,35,30,3,1.97,0,1,3,BASE,367,937,0.5040935371655748,12
25584,453,296d1e3d2e801d42cfbf2be38fb754f0, pirates board ship,1,34,3,1,2.755,0,1,3,BASE,367,937,0.5040935371655748,12
25583,453,5011243a549929b2abf5953edcd11131, pirates board ship,1,33,32,1,2.778,0,1,3,BASE,367,937,0.5040935371655748,12
25582,453,0b0b41ca-22b9-11e2-ac85-e669876c6a24, pirates board ship,1,32,28,0,2.549,0,0,3,BASE,367,937,0.5040935371655748,12
25581,453,5351ab08-4912-11e1-b3ca-05f6dc5419df, pirates board ship,1,31,29,0,0.0,0,0,3,BASE,367,937,0.5040935371655748,12
25580,453,dd55ae18d214f0a5030e2ef8b555f9b5, pirates board ship,1,30,43,0,0.0,0,1,3,BASE,367,937,0.5040935371655748,12
25579,453,aa5f5ca6111a879554f1e45956895308, pirates board ship,1,29,15,0,0.916,0,0,3,BASE,367,937,0.5040935371655748,12
25578,453,4aeac00ef53dcc15a91d217df7dfa01d, pirates board ship,1,28,34,0,0.033,0,0,3,BASE,367,937,0.5040935371655748,12
25577,453,aeb37cfe-2bad-11e3-97a3-ff2758228523, pirates board ship,1,27,7,0,0.049,0,1,3,BASE,367,937,0.5040935371655748,12
25576,453,5e3ab6b2-71d7-11e5-8d93-0af317ed58c9, pirates board ship,1,26,42,0,1.878,0,0,3,BASE,367,937,0.5040935371655748,12
25575,453,c8436c519ad86188bd4ed2b4f267c084, pirates board ship,1,25,33,1,2.042,0,1,3,BASE,367,937,0.5040935371655748,12
25574,474,d3e5a084-9dc5-11e4-bcfb-059ec7a93ddc, train tunnel flood,3,2,6,0,0.0,0,1,2,BASE_TIS,363,939,0.4646665026330443,2
25573,474,68b7503c-843f-11e3-9dd4-e7278db80d86, train tunnel flood,3,1,24,0,0.976,0,0,2,BASE_TIS,363,939,0.4646665026330443,2
25572,465,d9fdf6c4-9b1d-11e4-96cc-e858eba91ced, train tunnel flood,3,24,20,1,2.6380000000000003,0,1,3,BASE,363,949,0.4646665026330443,12
25571,465,bbad8c6592a132768f230c6cfda233ab, train tunnel flood,3,23,15,0,1.639,0,1,3,BASE,363,949,0.4646665026330443,12
25570,465,0521321a8ecd83a578c5dacd85f99c14, train tunnel flood,3,22,10,0,0.328,0,1,3,BASE,363,949,0.4646665026330443,12
25569,465,12e516fe-ba39-11e4-a200-c008a01a6692, train tunnel flood,3,21,31,0,1.122,0,1,3,BASE,363,949,0.4646665026330443,12
25568,465,ad4a61d0-a252-11e4-903f-9f2faf7cd9fe, train tunnel flood,3,20,27,0,2.922,0,1,3,BASE,363,949,0.4646665026330443,12
25567,465,9c491ad8-b21b-11e4-827f-93f454140e2b, train tunnel flood,3,19,8,0,0.542,0,1,3,BASE,363,949,0.4646665026330443,12
25566,465,757ef7e376371865ce46d6386d603cac, train tunnel flood,3,18,29,1,2.511,0,1,3,BASE,363,949,0.4646665026330443,12
25565,465,68b7503c-843f-11e3-9dd4-e7278db80d86, train tunnel flood,3,17,24,0,1.003,0,0,3,BASE,363,949,0.4646665026330443,12
25564,465,34f6beb4-a5ab-11e1-98a2-f0ff33a4cc4c, train tunnel flood,3,16,34,0,1.955,0,0,3,BASE,363,949,0.4646665026330443,12
25563,465,93952654-9c4d-11e4-a7ee-526210d665b4, train tunnel flood,3,15,16,0,3.161,0,1,3,BASE,363,949,0.4646665026330443,12
25562,465,568ae3fc-0f97-11e6-8967-7ac733c56f12, train tunnel flood,3,14,1,0,2.213,0,0,3,BASE,363,949,0.4646665026330443,12
25561,465,8c61673c-a1aa-11e4-9f89-561284a573f8, train tunnel flood,3,13,14,0,5.197,0,1,3,BASE,363,949,0.4646665026330443,12
25560,469,bced9f4d697470ca1743dc341a6f8917, typhoon property damage,3,24,26,0,0.243,0,1,3,BASE,408,952,0.6726933800270176,12
25559,469,b8f35fc3d678b543ca38c24408b542bc, typhoon property damage,3,23,15,0,0.957,0,1,3,BASE,408,952,0.6726933800270176,12
25558,469,fdd5c7c2b38a05b13ea0fcf9101eff0e, typhoon property damage,3,22,4,0,4.048,0,1,3,BASE,408,952,0.6726933800270176,12
25557,469,a8b32726-4b1c-11e3-be6b-d3d28122e6d4, typhoon property damage,3,21,17,0,0.909,0,1,3,BASE,408,952,0.6726933800270176,12
25556,469,51af42e84a45f6519ca4ecccbfa90ba5, typhoon property damage,3,20,11,0,0.787,0,1,3,BASE,408,952,0.6726933800270176,12
25555,469,705a06d0-538f-11e3-a7f0-b790929232e1, typhoon property damage,3,19,29,0,2.548,0,0,3,BASE,408,952,0.6726933800270176,12
25554,469,72db73e4-7d8c-11e4-9a27-6fdbc612bff8, typhoon property damage,3,18,9,1,6.041,0,1,3,BASE,408,952,0.6726933800270176,12
25553,469,be034e913839962a407ded6d634ca69c, typhoon property damage,3,17,27,1,2.545,0,0,3,BASE,408,952,0.6726933800270176,12
25552,469,8e811f497710eb9dfb2db8460396c5e1, typhoon property damage,3,16,33,0,0.845,0,0,3,BASE,408,952,0.6726933800270176,12
25551,469,79634f27f383b1a822ecc3a8c83b7101, typhoon property damage,3,15,37,1,1.078,0,1,3,BASE,408,952,0.6726933800270176,12
25550,469,28fe35ca-48a1-11e3-b6f8-3782ff6cb769, typhoon property damage,3,14,5,0,1.6940000000000002,0,1,3,BASE,408,952,0.6726933800270176,12
25549,469,f1e1b650-4e33-11e3-ac54-aa84301ced81, typhoon property damage,3,13,35,1,3.614,0,1,3,BASE,408,952,0.6726933800270176,12
25548,470,ca8a3ceb31db2843abc4956f309074a7, piracy ship boarded,5,10,47,1,0.013,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25547,470,9be5fc42-3cb9-11e3-a94f-b58017bfee6c, piracy ship boarded,5,8,41,0,0.0,0,1,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25546,470,7de96ca6-3cc3-11e3-b7ba-503fb5822c3e, piracy ship boarded,5,7,15,0,0.0,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25545,470,dd0b16834d425114df5bb04583b19b58, piracy ship boarded,5,6,17,2,0.025,0,1,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25544,456,8ade4d1239e63e8688e232bcb484dc0b, fatal storm,1,4,26,1,0.419,0,0,2,BASE_TIS,408,940,0.3436966791443692,2
25543,456,ebfe8950e8ad3acaf972a35e647c641b, fatal storm,1,3,9,0,0.0,0,0,2,BASE_TIS,408,940,0.3436966791443692,2
25542,471,253c7a6e-0a2d-11e6-a6b6-2e6de3695b0e, transport tunnel explosion,6,5,35,0,0.311,0,1,6,BASE_GOOGLE,363,954,0.7752387091786713,6
25541,471,4abed1fa-2de0-11e3-8ade-a1f23cda135e, transport tunnel explosion,6,4,8,0,1.2799999999999998,0,1,6,BASE_GOOGLE,363,954,0.7752387091786713,6
25540,471,e250e5c8bb9da7dbd674b5b47a67c3c0, transport tunnel explosion,6,3,22,0,12.368,0,0,6,BASE_GOOGLE,363,954,0.7752387091786713,6
25539,471,91d9d1a4d7f399440c5f4487e77cf41a, transport tunnel explosion,6,2,44,0,3.985,0,0,6,BASE_GOOGLE,363,954,0.7752387091786713,6
25538,471,5d5aabe2-a370-11e5-ad3f-991ce3374e23, transport tunnel explosion,6,1,23,1,13.085,0,1,6,BASE_GOOGLE,363,954,0.7752387091786713,6
25537,455,b146bffb9af62003fd3d75726b37311c, hyphoon damage,4,8,37,0,0.0,0,0,2,BASE_TIS,408,939,0.3347092472444263,2
25536,455,1f909e9c2038b347b1082eeea9777364, hyphoon damage,4,7,19,0,1.325,0,0,2,BASE_TIS,408,939,0.3347092472444263,2
25535,455,2c09c5fd5493b3b9532900131704f02e, hyphoon damage,4,4,11,1,0.88,0,0,2,BASE_TIS,408,939,0.3347092472444263,2
25534,455,2e83ad87eb1bade22e6e96ece616c24f, hyphoon damage,4,3,5,1,1.393,0,1,2,BASE_TIS,408,939,0.3347092472444263,2
25533,470,5e4f6968-2788-11e3-9372-92606241ae9c, piracy ship boarded,5,5,9,0,0.0,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25532,470,9b47a7d8-2b64-11e3-b141-298f46539716, piracy ship boarded,5,4,2,0,0.0,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25531,470,b81051af-ee75-4351-a0fa-3deb7621b43e, piracy ship boarded,5,3,29,0,0.0,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25530,470,0f6bfcefd3c4c02a0dc75ba2bd48303c, piracy ship boarded,5,2,5,1,0.013,0,1,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25529,470,ac632f56-3c0d-11e3-b0e7-716179a2c2c7, piracy ship boarded,5,1,11,0,0.0,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25528,455,5b96e2d8b3b298a34de77239b5cd392d, hyphoon damage,4,1,36,1,2.101,0,0,2,BASE_TIS,408,939,0.3347092472444263,2
25527,449,0632fd4c9c4056cbf792ba9128a6796c, carry on luggage airport,2,10,21,3,2.863,0,0,2,BASE_TIS,341,933,0.3911296106359335,2
25526,449,1ab5c71375ef5943b67772efde7a69b0, carry on luggage airport,2,9,19,1,9.925,0,1,2,BASE_TIS,341,933,0.3911296106359335,2
25525,463,1d646e0c-efca-11e3-bf76-447a5df6411f, airport security mesasures,6,10,41,1,3.169,0,0,2,BASE_TIS,341,947,0.4923908681256006,2
25524,463,9f1e6f89c31d5ee87024f6734ddb67eb, airport security mesasures,6,9,43,1,6.071,0,1,2,BASE_TIS,341,947,0.4923908681256006,2
25523,446,dd0b16834d425114df5bb04583b19b58, pirates board ship,1,14,2,1,1.598,0,1,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25522,446,1e03fecf4d33b7896203298ab3858156, pirates board ship,1,13,12,1,0.501,0,1,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25521,446,4aeac00ef53dcc15a91d217df7dfa01d, pirates board ship,1,11,34,1,0.666,0,0,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25520,452,ae072516-3a15-11e1-9d6b-29434ee99d6a, pirates board ship,1,25,24,0,0.0,0,1,6,BASE_GOOGLE,367,936,0.5040935371655748,6
25519,452,1e03fecf4d33b7896203298ab3858156, pirates board ship,1,24,12,1,0.79,0,1,6,BASE_GOOGLE,367,936,0.5040935371655748,6
25518,452,0b0b41ca-22b9-11e2-ac85-e669876c6a24, pirates board ship,1,23,28,0,0.032,0,0,6,BASE_GOOGLE,367,936,0.5040935371655748,6
25517,452,a98d1be6-a9b7-11e1-bd2b-15b0b96b652a, pirates board ship,1,22,19,0,0.0,0,1,6,BASE_GOOGLE,367,936,0.5040935371655748,6
25516,452,5c68c38c-6ba2-11e5-b31c-d80d62b53e28, pirates board ship,1,21,41,0,0.0,0,0,6,BASE_GOOGLE,367,936,0.5040935371655748,6
25515,462,554b33c603f64baa5314ee6f8e5e57fd, flood in tunnel,1,24,25,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25514,462,d9b285d6-f5fc-11e1-8b93-c4f4ab1c8d13, flood in tunnel,1,23,4,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25513,462,bcc750da-2239-11e4-958c-268a320a60ce, flood in tunnel,1,22,23,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25512,462,fa03d818-5dff-11e4-91f7-5d89b5e8c251, flood in tunnel,1,21,37,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25511,462,e2867ff6-6253-11e6-8b27-bb8ba39497a2, flood in tunnel,1,20,22,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25510,462,3bfe86deb0d6cf136377d054ea01a96c, flood in tunnel,1,19,1,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25509,462,f56a97c5cf6a71433b6b45a6e8410da1, flood in tunnel,1,18,40,1,0.601,0,0,3,BASE,363,946,0.1009698308246751,12
25508,462,7f995a11c1b02f44dee76920bd780bc1, flood in tunnel,1,17,3,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25507,462,bdc62ebe-e96b-11e2-8f22-de4bd2a2bd39, flood in tunnel,1,16,5,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25506,462,2975bfd0-ba07-11e5-b682-4bb4dd403c7d, flood in tunnel,1,15,10,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25505,462,e94573bf7f6608366c0dea8debfdd5cd, flood in tunnel,1,14,46,1,0.836,0,1,3,BASE,363,946,0.1009698308246751,12
25504,462,568ae3fc-0f97-11e6-8967-7ac733c56f12, flood in tunnel,1,13,7,0,0.0,0,0,3,BASE,363,946,0.1009698308246751,12
25503,472,28fe35ca-48a1-11e3-b6f8-3782ff6cb769, typhoon property damage,3,5,5,0,0.267,0,1,6,BASE_GOOGLE,408,929,0.6726933800270176,6
25502,472,2bd314f4-49dd-11e3-b87a-e66bd9ff3537, typhoon property damage,3,4,7,1,1.151,0,1,6,BASE_GOOGLE,408,929,0.6726933800270176,6
25501,472,79634f27f383b1a822ecc3a8c83b7101, typhoon property damage,3,3,37,1,0.7909999999999999,0,1,6,BASE_GOOGLE,408,929,0.6726933800270176,6
25500,472,d8aef3ee2057ba7c9e0413452a1b9265, typhoon property damage,3,2,32,1,1.588,0,1,6,BASE_GOOGLE,408,929,0.6726933800270176,6
25499,472,fdd5c7c2b38a05b13ea0fcf9101eff0e, typhoon property damage,3,1,4,1,2.553,0,1,6,BASE_GOOGLE,408,929,0.6726933800270176,6
25498,470,6a7a71dd5bf5af8bd7bf1d4c1c87c22f, piracy ship boarded,5,5,48,0,0.0,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25497,470,6baaf06e-303e-11e3-9ddd-bdd3022f66ee, piracy ship boarded,5,4,27,0,0.0,0,0,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25496,470,f222cd6a-06fb-11e6-bfed-ef65dff5970d, piracy ship boarded,5,3,31,1,0.011,0,1,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25495,470,9a925184-074a-11e6-bfed-ef65dff5970d, piracy ship boarded,5,2,42,0,0.0,0,1,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25494,470,ad015c14-fbba-11e2-a369-d1954abcb7e3, piracy ship boarded,5,1,16,0,0.0,0,1,6,BASE_GOOGLE,367,953,0.5996986609463215,6
25493,463,698680e5d7ccc567f41769abd6464b5a, airport security mesasures,6,8,32,1,2.825,0,1,2,BASE_TIS,341,947,0.4923908681256006,2
25492,463,d380414b6351e579384549573d6e4aea, airport security mesasures,6,7,36,0,3.478,0,0,2,BASE_TIS,341,947,0.4923908681256006,2
25491,446,5e4f6968-2788-11e3-9372-92606241ae9c, pirates board ship,1,9,10,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25490,446,4101b92e-8fc7-11e1-a14a-f021993376f7, pirates board ship,1,8,25,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25489,451,e250e5c8bb9da7dbd674b5b47a67c3c0, train disaster,4,35,44,1,1.457,0,0,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25488,451,054e1f76-9b45-11e4-bcfb-059ec7a93ddc, train disaster,4,34,35,1,0.58,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25487,451,3b245fe0-9e54-11e4-96cc-e858eba91ced, train disaster,4,33,39,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25486,451,4398c84e-81da-11e6-a52d-9a865a0ed0d4, train disaster,4,32,27,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25485,451,050aa508-a0e9-11e4-b146-577832eafcb4, train disaster,4,31,4,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25484,449,3cac8e5e-5c2f-11e3-be07-006c776266ed, carry on luggage airport,2,8,15,1,0.987,0,1,2,BASE_TIS,341,933,0.3911296106359335,2
25483,469,c387a688-3435-11e3-8a0e-4e2cf80831fc, typhoon property damage,3,12,8,0,0.218,0,1,3,BASE,408,952,0.6726933800270176,12
25482,449,1d7cab62-116f-11e5-adec-e82f8395c032, carry on luggage airport,2,7,46,1,4.8870000000000005,0,0,2,BASE_TIS,341,933,0.3911296106359335,2
25481,469,2dbb373640b001739a196c2da0ee6c2f, typhoon property damage,3,11,39,0,1.858,0,1,3,BASE,408,952,0.6726933800270176,12
25480,469,a57afa5d59ca43c1067c87954ca3955d, typhoon property damage,3,10,34,0,2.838,0,0,3,BASE,408,952,0.6726933800270176,12
25479,469,d8aef3ee2057ba7c9e0413452a1b9265, typhoon property damage,3,9,32,0,0.463,0,1,3,BASE,408,952,0.6726933800270176,12
25478,469,007cf8e2f0867bf2db10a49162386e83, typhoon property damage,3,8,16,1,1.986,0,1,3,BASE,408,952,0.6726933800270176,12
25477,469,6179aaef7dd7f6c1c834d66696661334, typhoon property damage,3,7,21,0,3.028,0,1,3,BASE,408,952,0.6726933800270176,12
25476,469,e3d608d2811ccea96cd625544895b460, typhoon property damage,3,6,14,0,0.8960000000000001,0,0,3,BASE,408,952,0.6726933800270176,12
25475,469,63c8e66992278b6e5db8ee3cbad69ce1, typhoon property damage,3,5,10,0,0.277,0,0,3,BASE,408,952,0.6726933800270176,12
25474,469,cf26262fde2f10b69a563efedc60f63a, typhoon property damage,3,4,12,1,2.266,0,1,3,BASE,408,952,0.6726933800270176,12
25473,469,122f25a0c852f108942147a33bf922a3, typhoon property damage,3,3,19,0,4.622,0,0,3,BASE,408,952,0.6726933800270176,12
25472,469,0c0976c3a4e68558bcc0c9848dae2822, typhoon property damage,3,2,13,0,3.757000000000001,0,1,3,BASE,408,952,0.6726933800270176,12
25471,469,30fb51f2-4aec-11e3-ac54-aa84301ced81, typhoon property damage,3,1,1,1,9.513,0,1,3,BASE,408,952,0.6726933800270176,12
25470,467,4354d59c8716e8cada3e01167cbc6e1f, train tunnel flood,3,12,21,1,1.422,0,1,3,BASE,363,931,0.4646665026330443,12
25469,467,a414f3d2-107e-11e6-8967-7ac733c56f12, train tunnel flood,3,11,22,0,1.511,0,1,3,BASE,363,931,0.4646665026330443,12
25468,467,420f8dee-b398-11e4-827f-93f454140e2b, train tunnel flood,3,10,19,0,1.859,0,1,3,BASE,363,931,0.4646665026330443,12
25467,467,eb65241e-1bfb-11e5-93b7-5eddc056ad8a, train tunnel flood,3,8,25,3,4.002,0,1,3,BASE,363,931,0.4646665026330443,12
25466,467,d3e5a084-9dc5-11e4-bcfb-059ec7a93ddc, train tunnel flood,3,7,6,0,1.302,0,1,3,BASE,363,931,0.4646665026330443,12
25465,467,757ef7e376371865ce46d6386d603cac, train tunnel flood,3,6,29,0,0.126,0,1,3,BASE,363,931,0.4646665026330443,12
25464,467,1884da66-190e-11e5-93b7-5eddc056ad8a, train tunnel flood,3,5,9,1,1.122,0,1,3,BASE,363,931,0.4646665026330443,12
25463,467,9f7149ec-5c6b-11e5-b38e-06883aacba64, train tunnel flood,3,4,35,0,0.078,0,1,3,BASE,363,931,0.4646665026330443,12
25462,467,e7b967a2-1b57-11e5-bd7f-4611a60dd8e5, train tunnel flood,3,3,17,1,0.823,0,1,3,BASE,363,931,0.4646665026330443,12
25461,467,68b7503c-843f-11e3-9dd4-e7278db80d86, train tunnel flood,3,2,24,0,0.478,0,0,3,BASE,363,931,0.4646665026330443,12
25460,467,727deafe3115a6950cb6beab016ff3eb, train tunnel flood,3,1,26,1,1.458,0,1,3,BASE,363,931,0.4646665026330443,12
25459,455,4cab988c-79d2-11e5-a958-d889faf561dc, hurricane damage,6,2,15,1,0.455,0,0,2,BASE_TIS,408,939,0.828299649216492,2
25458,455,8858da95f47666b7a8b3d337fec689a0, hurricane damage,6,1,23,0,1.275,0,0,2,BASE_TIS,408,939,0.828299649216492,2
25457,446,aa5f5ca6111a879554f1e45956895308, pirates board ship,1,5,15,0,0.048,0,0,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25456,446,dd55ae18d214f0a5030e2ef8b555f9b5, pirates board ship,1,4,43,0,0.0,0,1,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25455,446,13c6ddfe8e78011931b871614d9b16e3, pirates board ship,1,3,27,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25454,446,d0e17fe80a982e33c987d45276d1e73f, pirates board ship,1,2,40,1,0.745,0,0,6,BASE_GOOGLE,367,930,0.5040935371655748,6
25453,451,48b16fcbd2105586217780dcfd356673, train disaster,4,30,9,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25452,451,8962e0d2-9d96-11e4-86a3-1b56f64925f6, train disaster,4,29,29,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25451,451,718acca0-54eb-11e6-b7de-dfe509430c39, train disaster,4,28,18,0,0.073,0,0,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25450,451,d6969ee6-9c30-11e4-96cc-e858eba91ced, train disaster,4,27,19,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25449,451,7a8a21aa-19ed-11e5-93b7-5eddc056ad8a, train disaster,4,26,12,0,0.0,0,1,6,BASE_GOOGLE,363,935,0.5770557806483209,6
25448,446,e132c98f8704cc56d3ec89c20c39f170, piracy ship boarded,5,30,46,0,0.018,0,0,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25447,446,010e73a6-86ca-11e3-916e-e01534b1e132, piracy ship boarded,5,29,35,0,0.0,0,1,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25446,446,d4eb48a0-21f0-11e3-966c-9c4293c47ebe, piracy ship boarded,5,28,36,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25445,446,b6114836-6305-11e1-9563-37961c2f3c57, piracy ship boarded,5,27,28,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25444,446,24e6d4a43499dae34600534e5c940074, piracy ship boarded,5,26,14,1,0.474,0,1,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25443,446,bf875cd88be7a47e0ec3c96ccd4a0d42, piracy ship boarded,5,24,45,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25442,446,ed3b4b1c-2eac-11e3-9ddd-bdd3022f66ee, piracy ship boarded,5,23,32,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25441,446,9be5fc42-3cb9-11e3-a94f-b58017bfee6c, piracy ship boarded,5,22,41,0,0.0,0,1,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25440,446,b81051af-ee75-4351-a0fa-3deb7621b43e, piracy ship boarded,5,21,29,0,0.0,0,0,6,BASE_GOOGLE,367,930,0.5996986609463215,6
25439,461,f73cad84-e76c-11e4-9a6a-c1ab95a0600b, airport security procedures,5,4,48,1,0.839,0,1,2,BASE_TIS,341,945,0.4382999807415574,2
25438,461,7ef8ce1720bf2f6b2065a97506ee89b4, airport security procedures,5,3,25,1,2.562,0,0,2,BASE_TIS,341,945,0.4382999807415574,2
